#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1          -1          -1           0
           2          -1          -1           0
           3          -1          -1           0
           4          -1          -1           0
           5          -1          -1           0
           6          -1          -1           0
           7          -1          -1           0
           8          -1          -1           0
           9          -1          -1           0
          10          -1          -1           0
          11          -1          -1           0
          12          -1          -1           0
          13          -1          -1           0
          14          -1          -1           0
          15          -1          -1           0
          16          -1          -1           0
          17          -1          -1           0
          18          -1          -1           0
          19          -1          -1           0
          20          -1          -1           0
          21          -1          -1           0
          22          -1          -1           0
          23          -1          -1           0
          24          -1          -1           0
          25          -1          -1           0
          26          -1          -1           0
          27          -1          -1           0
          28          -1          -1           0
          29          -1          -1           0
          30          -1          -1           0
          31          -1          -1           0
          32          -1          -1           0
          33          -1          -1           0
          34          -1          -1           0
          35          -1          -1           0
          36          -1          -1           0
          37          -1          -1           0
          38          -1          -1           0
          39          -1          -1           0
          40          -1          -1           0
          41          -1          -1           0
          42          -1          -1           0
          43          -1          -1           0
          44          -1          -1           0
          45          -1          -1           0
          46          -1          -1           0
          47          -1          -1           0
          48          -1          -1           0
          49          -1          -1           0
          50          -1          -1           0
          51          -1          -1           0
          52          -1          -1           0
          53          -1          -1           0
          54          -1          -1           0
          55          -1          -1           0
          56          -1          -1           0
          57          -1          -1           0
          58          -1          -1           0
          59          -1          -1           0
          60          -1          -1           0
          61          -1          -1           0
          62          -1          -1           0
          63          -1          -1           0
          64          -1          -1           0
          65          -1          -1           0
          66          -1          -1           0
          67          -1          -1           0
          68          -1          -1           0
          69          -1          -1           0
          70          -1          -1           0
          71          -1          -1           0
          72          -1          -1           0
          73          -1          -1           0
          74          -1          -1           0
          75          -1          -1           0
          76          -1          -1           0
          77          -1          -1           0
          78          -1          -1           0
          79          -1          -1           0
          80          -1          -1           0
          81          -1          -1           0
          82          -1          -1           0
          83          -1          -1           0
          84          -1          -1           0
          85          -1          -1           0
          86          -1          -1           0
          87          -1          -1           0
          88          -1          -1           0
          89          -1          -1           0
          90          -1          -1           0
          91          -1          -1           0
          92          -1          -1           0
          93          -1          -1           0
          94          -1          -1           0
          95          -1          -1           0
          96          -1          -1           0
          97          -1          -1           0
          98          -1          -1           0
          99          -1          -1           0
         100          -1          -1           0
         101          -1          -1           0
         102          -1          -1           0
         103          -1          -1           0
         104          -1          -1           0
         105          -1          -1           0
         106          -1          -1           0
         107          -1          -1           0
         108          -1          -1           0
         109          -1          -1           0
         110          -1          -1           0
         111          -1          -1           0
         112          -1          -1           0
         113          -1          -1           0
         114          -1          -1           0
         115          -1          -1           0
         116          -1          -1           0
         117          -1          -1           0
         118          -1          -1           0
         119          -1          -1           0
         120          -1          -1           0
         121          -1          -1           0
         122          -1          -1           0
         123          -1          -1           0
         124          -1          -1           0
         125          -1          -1           0
         126          -1          -1           0
         127          -1          -1           0
         128          -1          -1           0
         129          -1          -1           0
         130          -1          -1           0
         131          -1          -1           0
         132          -1          -1           0
         133          -1          -1           0
         134          -1          -1           0
         135          -1          -1           0
         136          -1          -1           0
         137          -1          -1           0
         138          -1          -1           0
         139          -1          -1           0
         140          -1          -1           0
         141          -1          -1           0
         142          -1          -1           0
         143          -1          -1           0
         144          -1          -1           0
         145          -1          -1           0
         146          -1          -1           0
         147          -1          -1           0
         148          -1          -1           0
         149          -1          -1           0
         150          -1          -1           0
         151          -1          -1           0
         152          -1          -1           0
         153          -1          -1           0
         154          -1          -1           0
         155       -0.92   -0.999484 0.000514461
         156       -0.92   -0.998974 0.000720574
         157       -0.92   -0.998471 0.000874101
         158       -0.92   -0.997975 0.000999758
         159       -0.92   -0.997484  0.00110723
         160       -0.92      -0.997  0.00120156
         161       -0.92   -0.996522  0.00128576
         162       -0.92   -0.996049  0.00136183
         163       -0.92   -0.995583  0.00143117
         164       -0.92   -0.995122  0.00149481
         165       -0.92   -0.994667  0.00155353
         166       -0.92   -0.994217  0.00160797
         167       -0.84   -0.993293  0.00184455
         168       -0.84   -0.992381  0.00204685
         169       -0.84   -0.991479  0.00222449
         170       -0.84   -0.990588   0.0023832
         171       -0.84   -0.989708  0.00252673
         172       -0.84   -0.988837  0.00265773
         173       -0.84   -0.987977  0.00277813
         174       -0.84   -0.987126   0.0028894
         175       -0.84   -0.986286   0.0029927
         176       -0.84   -0.985455  0.00308896
         177       -0.84   -0.984633  0.00317894
         178       -0.84    -0.98382  0.00326328
         179       -0.84   -0.983017   0.0033425
         180       -0.84   -0.982222  0.00341706
         181       -0.84   -0.981436  0.00348735
         182       -0.84   -0.980659  0.00355372
         183       -0.84   -0.979891  0.00361647
         184       -0.84    -0.97913  0.00367586
         185       -0.84   -0.978378  0.00373213
         186       -0.84   -0.977634  0.00378549
         187       -0.84   -0.976898  0.00383613
         188       -0.84    -0.97617  0.00388423
         189       -0.84    -0.97545  0.00392993
         190       -0.84   -0.974737  0.00397338
         191       -0.84   -0.974031  0.00401471
         192       -0.84   -0.973333  0.00405403
         193       -0.84   -0.972642  0.00409147
         194       -0.84   -0.971959  0.00412711
         195       -0.92   -0.971692  0.00411454
         196       -0.92   -0.971429  0.00410199
         197       -0.92   -0.971168  0.00408947
         198       -0.92   -0.970909  0.00407697
         199       -0.92   -0.970653   0.0040645
         200       -0.92     -0.9704  0.00405206
         201       -0.92   -0.970149  0.00403965
         202       -0.92   -0.969901  0.00402728
         203       -0.92   -0.969655  0.00401493
         204       -0.92   -0.969412  0.00400262
         205       -0.92   -0.969171  0.00399035
         206       -0.92   -0.968932  0.00397811
         207       -0.92   -0.968696  0.00396591
         208       -0.92   -0.968462  0.00395375
         209       -0.92    -0.96823  0.00394162
         210       -0.92      -0.968  0.00392954
         211       -0.84   -0.967393  0.00395746
         212       -0.84   -0.966792  0.00398416
         213       -0.84   -0.966197  0.00400967
